Location,Name,Rating,Address,Phone Number,Num Reviews,Num Photos,Price Range Per Person (CAD),Cuisine Type 1,Cuisine Type 2,Cuisine Type 3,Cuisine Type 4,Cuisine Type 5,Cuisine Type 6,Cuisine Type 7,Cuisine Type 8
Fairview,Heirloom Juice Co.,3.3,"2861 Granville Street, Vancouver",+16047300022,8,8,15.0,Juices,Beverages,Healthy Food,Desserts,Fast Food,Sandwich,Vegetarian,
Fairview,Vivanty's Kitchen,,"802 West Broadway, Vancouver",Number not available,0,4,12.5,Beverages,Cafe,Healthy Food,,,,,
Fairview,Ichibankan Express,2.8,"730 West Broadway, Vancouver",+16048722898,19,3,10.0,Sushi,Japanese,Asian,,,,,
Fairview,Soup Zone,2.9,"City Square Mall, Food Court, 555 West 12th Avenue, Vancouver",+17783718781,12,2,10.0,Sandwich,Healthy Food,,,,,,
Fairview,Waves Coffee,3.1,"1095 West Broadway, Vancouver V6H1E2",+16047319283,13,21,10.0,Cafe,,,,,,,
Fairview,Le Bread Pan Bakery and Cafe,3.6,"665A Market Hill, Vancouver V5Z3Z3",+16046759885,7,3,10.0,Bakery,Cafe,,,,,,
Fairview,Bean Around the World,3.5,"2977 Granville Street, Vancouver",+16047319522,11,5,10.0,Cafe,,,,,,,
Fairview,Tandem Bike Cafe,3.6,"3195 Heather Street, Vancouver",+16043768223,8,4,7.5,Cafe,,,,,,,
Fairview,Curry Point,3.6,"City Square Mall, Food Court, 555 West 12th Avenue, Vancouver",+16046537125,5,3,10.0,Fast Food,Indian,,,,,,
Fairview,Teya Grill,2.8,"City Square Mall, Food Court, 555 West 12th Avenue, Vancouver",+16048739095,6,3,10.0,Fast Food,Japanese,,,,,,
Fairview,Vana Vietnamese Cuisine,2.8,"City Square Mall, Food Court, 555 West 12th Avenue, Vancouver",+16048798986,9,3,10.0,Fast Food,Vietnamese,Asian,,,,,
Fairview,K Cafe,3.3,"2533 Heather Street, Vancouver",+17787379295,4,6,12.5,Cafe,Korean,,,,,,
Fairview,Sushigo,3.1,"103-1833 Anderson Street, Vancouver V6J 1H2",+16047319990,10,3,12.5,Sushi,Japanese,Asian,,,,,
Fairview,Two Tarts Cafe & Catering,3.3,"3-3195 Granville Street, Vancouver",+17788928278,6,2,7.5,Cafe,,,,,,,
Fairview,5 Spice Vietnamese Cuisine,3.6,"1513 West Broadway, Vancouver, Vancouver V6J 1W6",+16046208115,4,2,12.5,Vietnamese,,,,,,,
Fairview,Cultured Coffee & Tea,3.1,"City Square Mall, Upper Level, 555 West 12th Avenue, Vancouver",+16045692477,5,5,10.0,Cafe,,,,,,,
Fairview,Sizzling Wok,3.4,"City Square Mall, Food Court, 555 West 12th Avenue, Vancouver",+16048728837,7,1,10.0,Fast Food,Chinese,,,,,,
Fairview,Ooh La La Cafe,3.7,"150 1333 West Broadway, Vancouver V6H 4C1",+16047370230,5,3,12.5,Canadian,,,,,,,
Fairview,Trees Organic Coffee,,"1598 West Broadway, Vancouver, Vancouver V6J 5K9",+17783794050,2,1,10.0,Cafe,Coffee and Tea,Desserts,,,,,
Fairview,Market Cafe,3.3,"Park Inn by Radisson, 898 West Broadway, Vancouver",+16048728661,4,2,22.5,Canadian,,,,,,,
Fairview,Goodge Place,,"1523 West 8th Avenue, Vancouver",+16047141133,3,5,7.5,Cafe,,,,,,,
Fairview,Hybar Naturally,,"City Square Mall, 555 West 12th Avenue, Vancouver",+16048727080,2,2,10.0,Healthy Food,Juices,,,,,,
Fairview,Thai Away Home,,"555, W 12th Ave #28, Fairview, Vancouver, Vancouver",+16048796565,2,1,12.5,Thai,,,,,,,
Fairview,Water80,,"City Square Mall, Food Court, 555 West 12th Avenue, Vancouver",+16049229666,1,2,15.0,Fast Food,Dim Sum,Bubble Tea,,,,,
Fairview,Paragon Tea Room,,"2207 Cambie Street, Fairview, Vancouver, Vancouver",+16046168386,1,0,7.5,Cafe,Desserts,,,,,,
Fairview,RedBeef Noodle Kitchen (Main Street),,"550 Main St, Vancouver, BC V6A 2T9, Fairview, Vancouver, Vancouver",+16044235500,1,0,17.5,Taiwanese,,,,,,,
Fairview,Yu Noodle House,,"2445 Burrard Street, Vancouver, BC V6J 3J3, Vancouver",+16045598953,1,3,10.0,Northern Chinese,Ramen,,,,,,
Fairview,Baroness Bubble Tea,,"2790 W Broadway, Fairview, Vancouver, BC V6K 3Z2, Vancouver",+16044233990,1,0,12.5,Cafe,Coffee and Tea,Desserts,,,,,
Fairview,One Spot Feast,,"28-555 W 12th Avenue, Vancouver, Vancouver V5Z 3X7",+17787100816,0,0,10.0,Greek,Indian,,,,,,
Fairview,Starbucks,,"2787 Laurel Street Vancouver, BC V5Z 3J5, Vancouver",+16047099799,0,0,10.0,Cafe,,,,,,,
Fleetwood,Nagoya Sushi,4.2,"Green Timbers Plaza, 9175 148 Street, Surrey V3R3W7",16045856040.0,153,77,20.0,Sushi,Japanese,Asian,,,,,
Fleetwood,Chef's Kebab Restaurant,4.1,"16225 Fraser Highway, Surrey V4N0G1",16045935384.0,91,85,20.0,Indian,Pakistani,Afghan,,,,,
Fleetwood,Full Ramen,3.7,"103-15925 Fraser Highway, Surrey V4N0Y3",16045036388.0,79,48,12.5,Ramen,Japanese,Asian,,,,,
Fleetwood,Il Uk Jo Restaurant,2.3,"15188 Fraser Highway, Surrey V3R3P1",16045839622.0,111,75,17.5,Japanese,Korean,Asian,,,,,
Fleetwood,Tobiko Sushi,4.0,"Fleetwood Town Square, 102-15951 Fraser Highway, Surrey V4N0Y3",16045725005.0,118,43,17.5,Sushi,Japanese,Asian,,,,,
Fleetwood,Jerusalem Grill,4.1,"105-15933 Fraser Highway, Surrey V4N0Y3",16045935603.0,87,23,15.0,Middle Eastern,Kebab,,,,,,
Fleetwood,On Yuen Chinese Restaurant,4.0,"304-9014 152 Street, Surrey V3R4E7",16045833238.0,92,20,20.0,Chinese,Asian,,,,,,
Fleetwood,Gulberg Restaurant (Fleetwood),3.9,"Fleetwood Park Village, 509-15950 Fraser Highway, Surrey V4N 0X8",17785655430.0,58,44,17.5,Indian,Pakistani,,,,,,
Fleetwood,Al & Jan's Fish & Chips,4.0,"201-9014 152 Street, Surrey V3R4E7",16049302021.0,58,10,12.5,Fish and Chips,,,,,,,
Fleetwood,Assini Pizza Restaurant,3.8,"109-15551 Fraser Highway, Surrey V3S2V8",16045897203.0,61,12,25.0,Greek,Italian,Pizza,,,,,
Fleetwood,Sunny Dragon Restaurant,3.2,"Fleetwood Town Square, 101-15988 Fraser Hwy, Surrey V4N0X8",16045725122.0,53,28,17.5,Chinese,Japanese,Korean,Asian,,,,
Fleetwood,Greek Islands Restaurant,3.6,"108-9547 152 Street, Surrey V3V5Y5",16044980177.0,49,30,17.5,Greek,Italian,Mediterranean,,,,,
Fleetwood,Noodle Island,3.5,"Fleetwood Town Square, 302-15988 Fraser Highway, Surrey V4N0X8",16045916528.0,57,13,12.5,Vietnamese,Asian,,,,,,
Fleetwood,Soboya Sushi,3.5,"Evergreen Mall, 8952 152 Street, Surrey V3R0J2",16045891141.0,40,29,15.0,Sushi,Japanese,Asian,,,,,
Fleetwood,Asia Restaurant,3.4,"104-15551 Fraser Highway, Surrey V3S2V8",16045836828.0,55,15,17.5,Chinese,Asian,,,,,,
Fleetwood,Jack's Public House,3.3,"9082 152 Street, Surrey V3R4E7",16045806477.0,42,9,30.0,Bar Food,,,,,,,
Fleetwood,Pho 99,2.7,"Evergreen Mall, 8934 152 Street, Surrey V3R4E4",16044981399.0,37,35,15.0,Vietnamese,Asian,,,,,,
Fleetwood,Royal Oak Restaurant,3.4,"15336 Fraser Highway, Surrey V3R3P5",16045813330.0,39,13,25.0,Greek,Pizza,Steak,,,,,
Fleetwood,Sofi's Shawarma & Donairs,3.3,"Evergreen Mall, 8928 152 Street, Surrey V3R0J2",16049572344.0,31,9,10.0,Middle Eastern,Kebab,,,,,,
Fleetwood,Diamond Sweets & Restaurant,3.6,"102-15933 Fraser Hwy, Surrey V4N0Y3",16045935566.0,36,10,20.0,Indian,,,,,,,
Fleetwood,Yoko Sushi & Noodle House,3.1,"102-16013 Fraser Highway, Surrey V4N 0G2",16045075575.0,38,8,17.5,Sushi,Japanese,Asian,,,,,
Fleetwood,Salty's Fish & Chips,3.1,"Fleetwood Town Square, 101-15953 Fraser Highway, Surrey V4N0Y3",16045999215.0,29,6,20.0,Fish and Chips,British,,,,,,
Fleetwood,Boston Pizza,3.2,"801-15980 Fraser Highway, Fleetwood, Surrey, Surrey V3S 2W4",16045075507.0,30,25,22.5,Pizza,Bar Food,,,,,,
Fleetwood,Great Pizza,3.3,"Fleetwood Town Square, 203-15988 Fraser Highway, Surrey V4N0X8",16045070241.0,23,1,12.5,Pizza,Indian,,,,,,
Fleetwood,Kwantlen Pizza Sweets & Snacks,3.6,"Chimney Hill Plaza, 108-15122 72 Avenue, Surrey V3S2G3",16045971211.0,24,12,10.0,Indian,Pizza,,,,,,
Fleetwood,Dragon's Chop Suey House,3.5,"16055 Fraser Highway, Surrey V4N0G3",16045016006.0,25,5,20.0,Chinese,Asian,,,,,,
Fleetwood,Dae-ji,3.7,"Fleetwood Park Village, 15949 Fraser Highway, Surrey V4N 0Y3",16045937655.0,14,7,12.5,Korean,Asian Fusion,,,,,,
Fleetwood,Church's Chicken,3.1,"15318 Fraser Highway, Surrey V3R4E4",16045883666.0,16,11,10.0,Fast Food,,,,,,,
Fleetwood,Pink Lotus Cafe,3.5,"104-16016 Fraser Highway, Surrey V4N 0G3",16045430515.0,17,20,12.5,Vietnamese,,,,,,,
Fleetwood,BBQ King Delight,3.1,"8973 152 Street, Surrey V3R4E5",16044984069.0,9,17,17.5,BBQ,Chinese,Asian,,,,,
Fleetwood,Green Timbers Pub,2.8,"Green Timbers Plaza, 9167 148 Street, Surrey V3R3W7",16045886587.0,16,5,25.0,Bar Food,,,,,,,
Fleetwood,Ricky's All Day Grill,3.3,"Evergreen Mall, 8958 152 Street, Surrey V3R4E4",16045813212.0,16,17,25.0,Grill,Bar Food,,,,,,
Fleetwood,Lee's Express Chinese Food,3.0,"Green Timbers Plaza, 9181 148 Street, Surrey V3R3W7",16045813615.0,13,1,10.0,Chinese,Fast Food,,,,,,
Fleetwood,D-Plus Pizza,3.6,"103-15933 Fraser Highway, Surrey V4N0Y3",16045935555.0,14,2,10.0,Pizza,Fast Food,,,,,,
Fleetwood,Triple O's,3.5,"15588 Fraser Highway, Surrey V3S2V9",16045431707.0,15,18,12.5,Fast Food,,,,,,,
Fleetwood,A&W,3.1,"15988 Fraser Highway, Surrey V4N0X8",16045979599.0,14,6,10.0,Fast Food,,,,,,,
Fleetwood,Dairy Queen,3.1,"9110 152 Street, Surrey V3R4E7",16045810400.0,11,21,10.0,Fast Food,Desserts,,,,,,
Fleetwood,McDonald's,3.0,"15574 Fraser Highway, Surrey V3S2V9",16045077900.0,13,12,10.0,Fast Food,,,,,,,
Fleetwood,Tim Hortons,3.4,"15551 Fraser Hwy Unit 101, Surrey V3S2V8",16045831332.0,10,19,10.0,Fast Food,Cafe,,,,,,
Fleetwood,Starbucks,3.5,"15941 Fraser Highway, Surrey V4N0Y3",16045965459.0,10,17,10.0,Cafe,,,,,,,
Fleetwood,KFC,2.9,"9056 152 Street, Surrey V3R4E7",16045837775.0,9,6,10.0,Fast Food,,,,,,,
Fleetwood,Quiznos,3.2,"15940 Fraser Hwy Unit 403, Surrey V4N 0G3",16045437080.0,6,8,12.5,Fast Food,Sandwich,,,,,,
Fleetwood,Pizza Hut,3.7,"Fleetwood Town Square, 103-15951 Fraser Highway, Surrey V3S2W7",16045077118.0,9,28,10.0,Pizza,Fast Food,,,,,,
Fleetwood,Goru Goru,3.4,"Fleetwood Park Village, 305-15930 Fraser Highway, Surrey",16046749864.0,5,2,12.5,Korean,Asian,Fast Food,,,,,
Fleetwood,Bharat Sweets & Restaurant,2.7,"15166 Fraser Highway, Surrey V3R3P1",16045830220.0,6,3,10.0,Indian,Desserts,,,,,,
Fleetwood,Perfect 2 For 1 Pizza,3.6,"15625 96 Avenue, Surrey V4N2T5",16045820222.0,7,2,10.0,Pizza,Fast Food,,,,,,
Fleetwood,Wendy's,3.7,"15959 Fraser Hwy, Surrey V3S2W7",16045990219.0,8,30,10.0,Fast Food,,,,,,,
Fleetwood,Payal Sweets & Restaurant,,"104-15988 Fraser Highway, Surrey V4N",17785789622.0,3,2,15.0,Indian,,,,,,,
Fleetwood,Pasand Sweets,3.6,"15932 96 Avenue, Surrey V4N2R8",16045815657.0,4,5,10.0,Indian,Desserts,,,,,,
Fleetwood,Taco Bell,2.9,"9056 152 Street, Surrey V3R4E7",16045837775.0,4,12,10.0,Mexican,Fast Food,,,,,,
Fleetwood,Subway,3.4,"15551 Fraser Highway, Surrey V3S2V8",16045837824.0,4,13,12.5,Fast Food,,,,,,,
Fleetwood,Pizza Express,3.9,"15932 96 Avenue, Surrey V4N2L6",16044961900.0,4,3,12.5,Pizza,Fast Food,,,,,,
Fleetwood,Browns Social House,,"9666 King George Boulevard, Unit A1, Surrey, Surrey V3T 2V4",16044970100.0,2,1,15.0,Bar Food,American,,,,,,
Fleetwood,Creekside Grill,,"7778 152 Street, Surrey V3S3M4",16045974653.0,3,5,17.5,Bar Food,,,,,,,
Fleetwood,Holy Taco,,"15951 Fraser Highway, Suite 100-A, Surrey, BC V4N 0Y3, Surrey",16045031146.0,2,7,7.5,Tex-Mex,,,,,,,
Fleetwood,Thali Sweets & Restaurant Indian Cuisine Surrey,,"102 - 15932 96 Avenue, Surrey, BC V4N 2R8, Surrey",16045815657.0,1,2,15.0,Indian,Desserts,,,,,,
Fleetwood,Bunkers Bar & Grill,,"7929 152 Street, Surrey V3S8B4",16045940282.0,2,0,22.5,Bar Food,,,,,,,
Fleetwood,Mucho Burrito,,"9666 King George Boulevard, Surrey V3T 2V5",17782931600.0,1,0,7.5,Mexican,,,,,,,
Fleetwood,Tim Hortons,,"16815 96 Avenue, Surrey",16045889159.0,0,1,10.0,Cafe,,,,,,,
Fleetwood,Cuatro Coffee,3.9,"202-9014 152 Street, Surrey V3R4E7",16044982418.0,44,16,10.0,Cafe,,,,,,,
Fleetwood,De Dutch Pannekoek House,2.9,"101-15235 Fraser Highway, Surrey V3R3P3",16049518476.0,27,14,20.0,European,,,,,,,
Fleetwood,Prairie Cafe,3.1,"15280 Fraser Highway, Surrey V3R4E4",16045886185.0,17,11,12.5,Diner,Chinese,Asian,,,,,
Fleetwood,Ruben's Restaurant,3.7,"15282 Fraser Highway, Surrey V3R",16045856708.0,15,1,7.5,Filipino,,,,,,,
Fleetwood,Marini Italian Foods,3.7,"15151 Fraser Highway, Surrey V3R3P2",16045892488.0,13,3,10.0,Italian,Deli,,,,,,
Fleetwood,Surrey Golf Club,,"7700 168 Street, Surrey V3S3T6",16045768224.0,3,2,20.0,Diner,,,,,,,
Fleetwood,Two Pals,,"8410 160 Street Surrey, BC, Surrey",1503.0055,0,0,,Drinks Only,,,,,,,
Gastown,Meat & Bread,4.7,"370 Cambie Street, Vancouver V6B 1H7 1H7",Not available for this place,0,326,15.0,Sandwich,,,,,,,
Gastown,L'Abattoir,4.5,"217 Carrall Street, Vancouver V6B2J2",+16045681701,797,532,50.0,French,Pacific Northwest,,,,,,
Gastown,Nuba,4.5,"207 West Hastings Street, Vancouver V6B 2N4",+16046881655,0,191,25.0,Lebanese,Middle Eastern,,,,,,
Gastown,Tuc Craft Kitchen,4.5,"60 West Cordova Street, Vancouver V6B1C9",+16045598999,489,270,35.0,Pacific Northwest,Canadian,,,,,,
Gastown,Catch 122,4.3,"122 W Hastings Street, Vancouver V6B1G8",+16047313474,567,379,32.5,Canadian,,,,,,,
Gastown,Alibi Room,4.6,"157 Alexander Street, Vancouver V6A 1B8",+16046233383,623,106,35.0,Canadian,Bar Food,,,,,,
Gastown,Nicli Antica Pizzeria,4.5,"62 E Cordova Street, Vancouver V6A 1K3",+16046696985,541,170,35.0,Pizza,Italian,,,,,,
Gastown,Salt Tasting Room,4.2,"45 Blood Alley, Vancouver V6B 1A4",+16046331912,629,102,25.0,Tapas,,,,,,,
Gastown,Guu Otokomae,4.5,"105-375 Water Street, Vancouver V6B 1E1",+16046858682,589,318,30.0,Japanese,Asian,Tapas,,,,,
Gastown,Soft Peaks Ice Cream,3.6,"25 Alexander Street, Vancouver V6A 1B2",+16045592071,399,253,7.5,Ice Cream,Desserts,,,,,,
Gastown,Revolver,4.5,"325 Cambie Street, Vancouver V6B1H7",+16045584444,336,104,10.0,Cafe,,,,,,,
Gastown,PiDGiN,4.1,"350 Carrall Street, Vancouver V6B 2J3",+16046209400,284,363,35.0,French,Asian Fusion,,,,,,
Gastown,Save On Meats,4.2,"43 West Hastings Street, Vancouver V6B 1G4",+16045693568,478,143,17.5,Diner,Canadian,,,,,,
Gastown,Pourhouse Restaurant,4.4,"162 Water Street, Vancouver V6B 1B2",+16045687022,373,125,37.5,Canadian,,,,,,,
Gastown,Wildebeest,3.9,"120 West Hastings Street, Vancouver V6B1G8",+16046876880,314,240,40.0,Grill,Pacific Northwest,,,,,,
Gastown,Six Acres,4.4,"203 Carrall Street, Vancouver V6B 2J2",+16044880110,291,58,32.5,American,,,,,,,
Gastown,Purebread,4.3,"159 West Hastings Street, Vancouver V6B1H5",+16045638060,221,205,10.0,Bakery,Cafe,,,,,,
Gastown,La Casita,4.0,"101 West Cordova Street, Vancouver V6B 5A7",+16046462444,277,486,27.5,Mexican,,,,,,,
Gastown,Steamworks Brew Pub,3.9,"The Landing, 375 Water Street, Vancouver V6B 5C6",+16046892739,512,99,37.5,Canadian,Bar Food,,,,,,
Gastown,Tacofino,3.9,"15 Blood Alley, Vancouver V6B1C8",+16048997907,202,209,25.0,Mexican,,,,,,,
Gastown,Brioche,4.2,"401 West Cordova Street, Vancouver V6B 1E5",+16046824037,259,117,12.5,Cafe,Italian,,,,,,
Gastown,The Sardine Can,4.2,"26 Powell Street, Vancouver V6A 1E7",+16045681350,172,101,32.5,Tapas,Spanish,,,,,,
Gastown,Jules Casual French Bistro,4.0,"216 Abbott Street, Vancouver V6B 1B2",+16046690033,235,63,40.0,French,,,,,,,
Gastown,The Flying Pig,3.9,"102 Water Street, Vancouver V6B 1B2",+16045597968,256,133,40.0,Canadian,Seafood,Bar Food,,,,,
Gastown,Peckinpah,3.9,"2 Water Street, Vancouver V6B 1B2",+16046815411,286,61,25.0,BBQ,,,,,,,
Gastown,The Irish Heather,4.1,"210 Carrall Street, Vancouver V6B 2J2",+16046889779,275,55,35.0,Bar Food,Irish,,,,,,
Gastown,The Old Spaghetti Factory,3.9,"53 Water Street, Vancouver V6B 1A1",+16046841288,275,123,25.0,Italian,,,,,,,
Gastown,The Diamond,4.0,"6 Powell Street, Vancouver V6B 1G7",+16045688272,201,39,40.0,Bar Food,Tapas,Mexican,,,,,
Gastown,Lost + Found Cafe,4.0,"33 West Hastings Street, Vancouver V6B 1G4",+16045597444,95,97,15.0,Cafe,Desserts,,,,,,
Gastown,Deacon's Corner,4.0,"101 Main Street, Vancouver V6A 2S5",+16046841555,192,80,17.5,Burger,Diner,,,,,,
Gastown,Bauhaus Restaurant,3.9,"1 West Cordova Street, Vancouver V6B 2J2",+16049741147,74,202,90.0,German,,,,,,,
Gastown,Cadeaux Bakery,4.0,"172 Powell Street, Vancouver V6A 1G1",+16046088889,85,65,10.0,Bakery,Desserts,Coffee and Tea,,,,,
Gastown,Water Street Café,3.9,"300 Water Street, Vancouver V6B 1B6",+16046892832,205,106,40.0,Italian,Seafood,,,,,,
Gastown,Timbertrain Coffee Roasters,4.1,"311 West Cordova Street, Vancouver V6B 4K2",+16043613223,118,57,7.5,Cafe,,,,,,,
Gastown,Rodney's Oyster House,4.0,"52 Powell Street, Vancouver V6A1E7",+16046852005,129,84,30.0,Seafood,,,,,,,
Gastown,Al Porto Ristorante,2.9,"321 Water Street, Vancouver V6B 1B8",+16046838376,190,120,32.5,Italian,Seafood,,,,,,
Gastown,Guilt and Co.,4.1,"1 Alexander Street, Vancouver V6A 1E9",+16042881704,142,12,35.0,Bar Food,,,,,,,
Gastown,Revel Room,4.0,"238 Abbott Street, Vancouver V6B 1B2",+16046874088,111,45,40.0,Canadian,Bar Food,,,,,,
Gastown,The Birds & The Beets,3.5,"55 Powell Street, Vancouver V6A 1E9",+16048937832,42,61,12.5,Healthy Food,Cafe,,,,,,
Gastown,The Pint Public House,3.5,"455 Abbott Street, Vancouver V6B 2L2",+16046840258,126,51,22.5,Bar Food,,,,,,,
Gastown,Meet in Gastown,3.3,"12 Water Street, Vancouver V6B 4K7",+16046883399,56,85,22.5,Vegetarian,Bar Food,,,,,,
Gastown,Trees Organic Coffee,3.9,"321 Water Street, Vancouver V6B1B8",+16046333880,119,69,10.0,Cafe,Sandwich,,,,,,
Gastown,The Greedy Pig,3.7,"307 West Cordova Street, Vancouver V6B 1B2",+16046694991,94,22,30.0,Canadian,,,,,,,
Gastown,Coffeebar,3.4,"10 Water Street, Vancouver V6B2J2",+16045669693,121,57,12.5,Cafe,,,,,,,
Gastown,Milano Espresso Lounge,4.0,"36 Powell Street, Vancouver V6B 2J1",+16045580999,78,33,12.5,Cafe,,,,,,,
Gastown,Silvestre Deli & Bistro,3.7,"317 Water Street, Vancouver V6B 1B2",+16045582825,58,90,25.0,Peruvian,Latin American,,,,,,
Gastown,The Charles Bar,3.0,"Woodwards Building, 136 West Cordova Street, Vancouver V6B4K2",+16045688040,107,50,35.0,Canadian,Bar Food,,,,,,
Gastown,Momo Sushi,3.6,"6-375 Water Street, Vancouver V6B",+16046837632,83,69,15.0,Sushi,Japanese,Asian,,,,,
Gastown,Black Frog Eatery,3.8,"108 Cambie Street, Vancouver V6B 1B2",+16046020527,89,20,35.0,Bar Food,American,,,,,,
Gastown,Nemesis Coffee,3.5,"302 W Hastings Street, Gastown, Vancouver V6B 2N4",Not available for this place,32,71,7.5,Cafe,Coffee and Tea,,,,,,
Gastown,Prado Cafe,3.6,"100 West Hastings, Vancouver",+17783794315,44,47,10.0,Cafe,,,,,,,
Gastown,Fresh Bowl,2.9,"360 Cambie Street, Vancouver V6B 1H7",+16042485070,78,22,12.5,Malaysian,,,,,,,
Gastown,Sitar Indian,3.8,"8 Powell Street, Vancouver V6A 1E7",+16046870049,77,17,25.0,Indian,,,,,,,
Gastown,The Poke Shop,3.4,"306 Water Street, Vancouver, Vancouver V6B 1B2",+17783791567,36,46,12.5,Hawaiian,Desserts,,,,,,
Gastown,Bambo Cafe,3.5,"301 West Cordova Street, Vancouver V6B 5A4",+16046814323,57,10,12.5,Cafe,Coffee and Tea,Sandwich,,,,,
Gastown,131 Water Kitchen and Bar,3.1,"131 Water Street, Vancouver V6B 4M3",+16046697219,60,17,30.0,Bar Food,,,,,,,
Gastown,The Portside,3.2,"7 Alexander Street, Vancouver V6A 1E9",+16045596333,50,31,30.0,Bar Food,Seafood,,,,,,
Gastown,Cambie Bar & Grill,3.6,"300 Cambie Street, Vancouver V6B 1H7",+16046889158,75,27,20.0,Bar Food,,,,,,,
Gastown,The Blarney Stone,3.1,"216 Carrall Street, Vancouver V6B 2J2",+16046874322,63,28,35.0,Bar Food,Irish,,,,,,
Gastown,Costco Food Court,3.7,"605 Expo Boulevard, Vancouver V6B6G1",+16046225050,66,34,10.0,Fast Food,Pizza,,,,,,
Gastown,Noodlebox,3.4,"108 West Hastings Street, Vanocuver, Vancouver V6B 1G8",+16045591775,33,33,12.5,Asian,Chinese,,,,,,
Gastown,Vera's Burger Shack,3.2,"213 Carrall Street, Vancouver V6B2J2",+16045685850,53,26,15.0,Burger,Fast Food,,,,,,
Gastown,Haru Korean Kitchen,3.2,"324 Cambie Street, Vancouver V6B 2N3",+17783799488,17,27,12.5,Korean,,,,,,,
Gastown,Buro Coffee,3.2,"365 Water Street, Metro Vancouver, Vancouver",+16049156744,23,24,10.0,Cafe,,,,,,,
Gastown,Bao Down Snack Bar,2.9,"221 Carrall Street, Vancouver V6B 2J2",+16045692215,15,35,12.5,Asian Fusion,Filipino,Hawaiian,,,,,
Gastown,The Capilano Tea House,3.2,"221 Abbott Street, Vancouver",+16044287632,7,25,5.0,Cafe,,,,,,,
Gastown,The Metropole Community Pub,2.9,"320 Abbott Street, Vancouver V6B 1G8",+16044085822,36,5,25.0,Bar Food,,,,,,,
Gastown,JJ Bean,3.6,"Woodwards Building, 146 West Cordova Street, Vancouver V6B4K2",+16044089663,39,10,10.0,Cafe,,,,,,,
Gastown,Bean Around the World,3.5,"175 West Hastings Street, Vancouver V6B1G8",+16046810035,25,12,10.0,Cafe,,,,,,,
Gastown,Di Bieppe,3.1,"8 W Cordova St, Vancouver, BC, Gastown, Vancouver, Metro Vancouver, Vancouver",+16045591122,6,10,15.0,Italian,,,,,,,
Gastown,New Amsterdam Cafe,3.5,"301 West Hastings Street, Vancouver V6B1H6",+16046828955,9,10,12.5,Cafe,,,,,,,
Gastown,Pub 340,3.6,"340 Cambie Street, Vancouver V6B 2N3",+16046020644,9,14,15.0,Pub Food,,,,,,,
Gastown,Cottage Deli Restaurant,3.5,"131 Water Street, Vancouver V6B4M3",+16046880844,9,13,12.5,Cafe,,,,,,,
Gastown,Hot Pie Pizza,3.8,"4 Powell Street, Vancouver V6B2J1",+16045669944,15,4,10.0,Pizza,,,,,,,
Gastown,Moltaqa,3.4,"51 W Hastings Street, Vancouver, BC V6B, Vancouver",+16046964055,5,6,20.0,Mediterranean,Moroccan,,,,,,
Gastown,Hiro Japan,2.7,"Woodwards Building, 142 West Cordova Street, Vancouver V6B1C9",+16045669393,7,4,12.5,Sushi,Japanese,Asian,Fast Food,,,,
Gastown,DAVIDsTEA,3.6,"164 Water Street, Vancouver V6B2K8",+16046870060,5,13,7.5,Tea,Beverages,,,,,,
Gastown,Subway,2.7,"139 West Hastings Street, Vancouver V6B1G8",+16045690782,6,15,12.5,Fast Food,,,,,,,
Gastown,Starbucks,2.5,"199 Water Street, Vancouver V6B",+16046696297,4,17,10.0,Cafe,,,,,,,
Gastown,Liuyishou Hot Pot,,"1542 Robson Street, Metro Vancouver, Vancouver V6G 1C2",+17783793977,1,0,,Sichuan,Beverages,Chinese,,,,,
Gastown,Funky Winker Bean's Pub,,"37 West Hastings Street, Vancouver",+16045693515,1,3,10.0,Drinks Only,,,,,,,
Gastown,Krokodile Pear,,"Inside Frank & Oak, 316 West Cordova Street, Vancouver",+16043363651,0,1,10.0,Juices,Healthy Food,,,,,,
Gastown,Darby's Gastown,,"16 W Hastings Street, Gastown, Vancouver V6B 1G6",+16045584658,1,2,,American,,,,,,,
Gastown,Ignite Pizzeria,,"508 West Cordova Street, Vancouver",+16045642588,2,2,15.0,Pizza,,,,,,,
Gastown,Strike Mvmnt,,"299 Columbia Street, Vancouver",+16045590090,0,4,12.5,Healthy Food,Cafe,,,,,,
Gastown,Stephos,,"1359 Robson Street, Vancouver, Vancouver V6E 1C6",+16046859977,1,1,,Greek,,,,,,,
Gastown,BB Korean Cuisine Bistro,,"52 Alexander Street, Vancouver, BC V6A 1B4, Vancouver",+17788877777,1,1,15.0,Korean,BBQ,,,,,,
Gastown,Grand Union Pub,,"74 West Hastings Street, Vancouver",+16046816521,0,2,20.0,Drinks Only,,,,,,,
Gastown,Teppan Kitchen,,"Harbour Centre, 555 W Hastings Street, Vancouver, Vancouver V6B",+17783791988,0,0,,Japanese,,,,,,,
Gastown,Meat & Bread,,"625 Robson Street, Gastown, Vancouver, Vancouver",Not available for this place,0,0,10.0,Sandwich,,,,,,,
Gastown,Nelson the Seagull,4.1,"315 Carrall Street, Vancouver V6A0A7",+16046815776,263,147,12.5,Cafe,,,,,,,
Gastown,East Van Roasters,3.8,"319 Carrall Street, Vancouver V6A 1M9",+16046297562,54,56,7.5,Cafe,Desserts,,,,,,
